data,variavel,valor,peso,subgrupo
12-1995,Pera,-0.214,0.0211,Alimentação no domicílio
12-1996,Pera,-0.324,0.0211,Alimentação no domicílio
12-1997,Pera,-0.491,0.0211,Alimentação no domicílio
12-1998,Pera,-0.4,0.0211,Alimentação no domicílio
12-1999,Pera,-0.325,0.0211,Alimentação no domicílio
12-2000,Pera,-0.388,0.0211,Alimentação no domicílio
12-2001,Pera,-0.369,0.0211,Alimentação no domicílio
12-2002,Pera,-0.247,0.0211,Alimentação no domicílio
12-2003,Pera,-0.171,0.0211,Alimentação no domicílio
12-2004,Pera,-0.269,0.0211,Alimentação no domicílio
12-2005,Pera,-0.359,0.0211,Alimentação no domicílio
12-2006,Pera,-0.39,0.0211,Alimentação no domicílio
12-2007,Pera,-0.446,0.0211,Alimentação no domicílio
12-2008,Pera,-0.358,0.0211,Alimentação no domicílio
12-2009,Pera,-0.451,0.0211,Alimentação no domicílio
12-2010,Pera,-0.505,0.0211,Alimentação no domicílio
12-2011,Pera,-0.467,0.0211,Alimentação no domicílio
12-2012,Pera,-0.434,0.0211,Alimentação no domicílio
12-2013,Pera,-0.442,0.0211,Alimentação no domicílio
05-2014,Pera,-0.532,0.0211,Alimentação no domicílio
12-1994,Manteiga,0,0.0211,Alimentação no domicílio
12-1995,Manteiga,-0.119,0.0211,Alimentação no domicílio
12-1996,Manteiga,-0.186,0.0211,Alimentação no domicílio
12-1997,Manteiga,-0.268,0.0211,Alimentação no domicílio
12-1998,Manteiga,-0.182,0.0211,Alimentação no domicílio
12-1999,Manteiga,-0.159,0.0211,Alimentação no domicílio
12-2000,Manteiga,-0.235,0.0211,Alimentação no domicílio
12-2001,Manteiga,-0.281,0.0211,Alimentação no domicílio
12-2002,Manteiga,-0.024,0.0211,Alimentação no domicílio
12-2003,Manteiga,-0.086,0.0211,Alimentação no domicílio
12-2004,Manteiga,-0.141,0.0211,Alimentação no domicílio
12-2005,Manteiga,-0.196,0.0211,Alimentação no domicílio
12-2006,Manteiga,-0.241,0.0211,Alimentação no domicílio
12-2007,Manteiga,-0.224,0.0211,Alimentação no domicílio
12-2008,Manteiga,-0.218,0.0211,Alimentação no domicílio
12-2009,Manteiga,-0.216,0.0211,Alimentação no domicílio
12-2010,Manteiga,-0.262,0.0211,Alimentação no domicílio
12-2011,Manteiga,-0.235,0.0211,Alimentação no domicílio
12-2012,Manteiga,-0.253,0.0211,Alimentação no domicílio
12-2013,Manteiga,-0.238,0.0211,Alimentação no domicílio
05-2014,Manteiga,-0.257,0.0211,Alimentação no domicílio
12-1994,Brócolis,0,0.0185,Alimentação no domicílio
12-1995,Brócolis,-0.234,0.0185,Alimentação no domicílio
12-1996,Brócolis,-0.362,0.0185,Alimentação no domicílio
12-1997,Brócolis,-0.301,0.0185,Alimentação no domicílio
12-1998,Brócolis,-0.462,0.0185,Alimentação no domicílio
12-1999,Brócolis,-0.518,0.0185,Alimentação no domicílio
12-2000,Brócolis,-0.481,0.0185,Alimentação no domicílio
12-2001,Brócolis,-0.529,0.0185,Alimentação no domicílio
12-2002,Brócolis,-0.515,0.0185,Alimentação no domicílio
12-2003,Brócolis,-0.54,0.0185,Alimentação no domicílio
12-2004,Brócolis,-0.5,0.0185,Alimentação no domicílio
12-2005,Brócolis,-0.518,0.0185,Alimentação no domicílio
12-2006,Brócolis,-0.52,0.0185,Alimentação no domicílio
12-2007,Brócolis,-0.494,0.0185,Alimentação no domicílio
12-2008,Brócolis,-0.469,0.0185,Alimentação no domicílio
12-2009,Brócolis,-0.398,0.0185,Alimentação no domicílio
12-2010,Brócolis,-0.519,0.0185,Alimentação no domicílio
12-2011,Brócolis,-0.491,0.0185,Alimentação no domicílio
12-2012,Brócolis,-0.469,0.0185,Alimentação no domicílio
12-2013,Brócolis,-0.454,0.0185,Alimentação no domicílio
05-2014,Brócolis,-0.369,0.0185,Alimentação no domicílio
12-1994,Atum em conserva,0,0.0177,Alimentação no domicílio
12-1995,Atum em conserva,-0.183,0.0177,Alimentação no domicílio
12-1996,Atum em conserva,-0.254,0.0177,Alimentação no domicílio
12-1997,Atum em conserva,-0.291,0.0177,Alimentação no domicílio
12-1998,Atum em conserva,-0.303,0.0177,Alimentação no domicílio
12-1999,Atum em conserva,-0.363,0.0177,Alimentação no domicílio
12-2000,Atum em conserva,-0.4,0.0177,Alimentação no domicílio
12-2001,Atum em conserva,-0.4,0.0177,Alimentação no domicílio
12-2002,Atum em conserva,-0.395,0.0177,Alimentação no domicílio
12-2003,Atum em conserva,-0.302,0.0177,Alimentação no domicílio
12-2004,Atum em conserva,-0.351,0.0177,Alimentação no domicílio
12-2005,Atum em conserva,-0.36,0.0177,Alimentação no domicílio
12-2006,Atum em conserva,-0.338,0.0177,Alimentação no domicílio
12-2007,Atum em conserva,-0.358,0.0177,Alimentação no domicílio
12-2008,Atum em conserva,-0.365,0.0177,Alimentação no domicílio
12-2009,Atum em conserva,-0.346,0.0177,Alimentação no domicílio
12-2010,Atum em conserva,-0.376,0.0177,Alimentação no domicílio
12-2011,Atum em conserva,-0.431,0.0177,Alimentação no domicílio
12-2012,Atum em conserva,-0.435,0.0177,Alimentação no domicílio
12-2013,Atum em conserva,-0.346,0.0177,Alimentação no domicílio
05-2014,Atum em conserva,-0.332,0.0177,Alimentação no domicílio
12-1994,Lagarto redondo,0,0.0168,Alimentação no domicílio
12-1995,Lagarto redondo,-0.25,0.0168,Alimentação no domicílio
12-1996,Lagarto redondo,-0.345,0.0168,Alimentação no domicílio
12-1997,Lagarto redondo,-0.375,0.0168,Alimentação no domicílio
12-1998,Lagarto redondo,-0.333,0.0168,Alimentação no domicílio
12-1999,Lagarto redondo,-0.285,0.0168,Alimentação no domicílio
12-2000,Lagarto redondo,-0.264,0.0168,Alimentação no domicílio
12-2001,Lagarto redondo,-0.257,0.0168,Alimentação no domicílio
12-2002,Lagarto redondo,-0.232,0.0168,Alimentação no domicílio
12-2003,Lagarto redondo,-0.228,0.0168,Alimentação no domicílio
12-2004,Lagarto redondo,-0.251,0.0168,Alimentação no domicílio
12-2005,Lagarto redondo,-0.281,0.0168,Alimentação no domicílio
12-2006,Lagarto redondo,-0.304,0.0168,Alimentação no domicílio
12-2007,Lagarto redondo,-0.102,0.0168,Alimentação no domicílio
12-2008,Lagarto redondo,0.019,0.0168,Alimentação no domicílio
12-2009,Lagarto redondo,-0.034,0.0168,Alimentação no domicílio
12-2010,Lagarto redondo,0.103,0.0168,Alimentação no domicílio
12-2011,Lagarto redondo,0.125,0.0168,Alimentação no domicílio
12-2012,Lagarto redondo,0.036,0.0168,Alimentação no domicílio
12-2013,Lagarto redondo,-0.01,0.0168,Alimentação no domicílio
05-2014,Lagarto redondo,0.009,0.0168,Alimentação no domicílio
12-1994,Artigos de armarinho,0,0.0166,Tecidos e armarinho
12-1995,Artigos de armarinho,-0.054,0.0166,Tecidos e armarinho
12-1996,Artigos de armarinho,-0.117,0.0166,Tecidos e armarinho
12-1997,Artigos de armarinho,-0.18,0.0166,Tecidos e armarinho
12-1998,Artigos de armarinho,-0.17,0.0166,Tecidos e armarinho
12-1999,Artigos de armarinho,-0.196,0.0166,Tecidos e armarinho
12-2000,Artigos de armarinho,-0.223,0.0166,Tecidos e armarinho
12-2001,Artigos de armarinho,-0.224,0.0166,Tecidos e armarinho
12-2002,Artigos de armarinho,-0.287,0.0166,Tecidos e armarinho
12-2003,Artigos de armarinho,-0.284,0.0166,Tecidos e armarinho
12-2004,Artigos de armarinho,-0.313,0.0166,Tecidos e armarinho
12-2005,Artigos de armarinho,-0.333,0.0166,Tecidos e armarinho
12-2006,Artigos de armarinho,-0.346,0.0166,Tecidos e armarinho
12-2007,Artigos de armarinho,-0.364,0.0166,Tecidos e armarinho
12-2008,Artigos de armarinho,-0.363,0.0166,Tecidos e armarinho
12-2009,Artigos de armarinho,-0.367,0.0166,Tecidos e armarinho
12-2010,Artigos de armarinho,-0.374,0.0166,Tecidos e armarinho
12-2011,Artigos de armarinho,-0.381,0.0166,Tecidos e armarinho
12-2012,Artigos de armarinho,-0.381,0.0166,Tecidos e armarinho
12-2013,Artigos de armarinho,-0.386,0.0166,Tecidos e armarinho
05-2014,Artigos de armarinho,-0.385,0.0166,Tecidos e armarinho
12-1994,Banana-da-terra,0,0.0163,Alimentação no domicílio
12-1995,Banana-da-terra,-0.07,0.0163,Alimentação no domicílio
12-1996,Banana-da-terra,-0.392,0.0163,Alimentação no domicílio
12-1997,Banana-da-terra,-0.538,0.0163,Alimentação no domicílio
12-1998,Banana-da-terra,-0.432,0.0163,Alimentação no domicílio
12-1999,Banana-da-terra,-0.548,0.0163,Alimentação no domicílio
12-2000,Banana-da-terra,-0.578,0.0163,Alimentação no domicílio
12-2001,Banana-da-terra,-0.486,0.0163,Alimentação no domicílio
12-2002,Banana-da-terra,-0.524,0.0163,Alimentação no domicílio
12-2003,Banana-da-terra,-0.532,0.0163,Alimentação no domicílio
12-2004,Banana-da-terra,-0.561,0.0163,Alimentação no domicílio
12-2005,Banana-da-terra,-0.516,0.0163,Alimentação no domicílio
12-2006,Banana-da-terra,-0.519,0.0163,Alimentação no domicílio
12-2007,Banana-da-terra,-0.583,0.0163,Alimentação no domicílio
12-2008,Banana-da-terra,-0.505,0.0163,Alimentação no domicílio
12-2009,Banana-da-terra,-0.482,0.0163,Alimentação no domicílio
12-2010,Banana-da-terra,-0.495,0.0163,Alimentação no domicílio
12-2011,Banana-da-terra,-0.528,0.0163,Alimentação no domicílio
12-2012,Banana-da-terra,-0.5,0.0163,Alimentação no domicílio
12-2013,Banana-da-terra,-0.266,0.0163,Alimentação no domicílio
05-2014,Banana-da-terra,-0.356,0.0163,Alimentação no domicílio
12-1994,Relógio de pulso,0,0.0154,Joias. relógio de pulso
12-1995,Relógio de pulso,-0.137,0.0154,Joias. relógio de pulso
12-1996,Relógio de pulso,-0.204,0.0154,Joias. relógio de pulso
12-1997,Relógio de pulso,-0.234,0.0154,Joias. relógio de pulso
12-1998,Relógio de pulso,-0.202,0.0154,Joias. relógio de pulso
12-1999,Relógio de pulso,-0.146,0.0154,Joias. relógio de pulso
12-2000,Relógio de pulso,-0.144,0.0154,Joias. relógio de pulso
12-2001,Relógio de pulso,-0.088,0.0154,Joias. relógio de pulso
12-2002,Relógio de pulso,-0.038,0.0154,Joias. relógio de pulso
12-2003,Relógio de pulso,-0.006,0.0154,Joias. relógio de pulso
12-2004,Relógio de pulso,-0.035,0.0154,Joias. relógio de pulso
12-2005,Relógio de pulso,-0.058,0.0154,Joias. relógio de pulso
12-2006,Relógio de pulso,-0.078,0.0154,Joias. relógio de pulso
12-2007,Relógio de pulso,-0.068,0.0154,Joias. relógio de pulso
12-2008,Relógio de pulso,-0.096,0.0154,Joias. relógio de pulso
12-2009,Relógio de pulso,-0.097,0.0154,Joias. relógio de pulso
12-2010,Relógio de pulso,-0.114,0.0154,Joias. relógio de pulso
12-2011,Relógio de pulso,-0.126,0.0154,Joias. relógio de pulso
12-2012,Relógio de pulso,-0.166,0.0154,Joias. relógio de pulso
12-2013,Relógio de pulso,-0.071,0.0154,Joias. relógio de pulso
05-2014,Relógio de pulso,-0.08,0.0154,Joias. relógio de pulso
12-1994,Palmito em conserva,0,0.0145,Alimentação no domicílio
12-1995,Palmito em conserva,0.11,0.0145,Alimentação no domicílio
12-1996,Palmito em conserva,-0.033,0.0145,Alimentação no domicílio
12-1997,Palmito em conserva,-0.083,0.0145,Alimentação no domicílio
12-1998,Palmito em conserva,-0.112,0.0145,Alimentação no domicílio
12-1999,Palmito em conserva,-0.127,0.0145,Alimentação no domicílio
12-2000,Palmito em conserva,-0.115,0.0145,Alimentação no domicílio
12-2001,Palmito em conserva,-0.16,0.0145,Alimentação no domicílio
12-2002,Palmito em conserva,-0.243,0.0145,Alimentação no domicílio
12-2003,Palmito em conserva,-0.238,0.0145,Alimentação no domicílio
12-2004,Palmito em conserva,-0.163,0.0145,Alimentação no domicílio
12-2005,Palmito em conserva,-0.289,0.0145,Alimentação no domicílio
12-2006,Palmito em conserva,-0.259,0.0145,Alimentação no domicílio
12-2007,Palmito em conserva,-0.282,0.0145,Alimentação no domicílio
12-2008,Palmito em conserva,-0.313,0.0145,Alimentação no domicílio
12-2009,Palmito em conserva,-0.286,0.0145,Alimentação no domicílio
12-2010,Palmito em conserva,-0.288,0.0145,Alimentação no domicílio
12-2011,Palmito em conserva,-0.3,0.0145,Alimentação no domicílio
12-2012,Palmito em conserva,-0.311,0.0145,Alimentação no domicílio
12-2013,Palmito em conserva,-0.306,0.0145,Alimentação no domicílio
05-2014,Palmito em conserva,-0.315,0.0145,Alimentação no domicílio
12-1994,Ingresso para jogo,0,0.0138,Recreação e fumo
12-1995,Ingresso para jogo,0.486,0.0138,Recreação e fumo
12-1996,Ingresso para jogo,0.689,0.0138,Recreação e fumo
12-1997,Ingresso para jogo,0.726,0.0138,Recreação e fumo
12-1998,Ingresso para jogo,0.67,0.0138,Recreação e fumo
12-1999,Ingresso para jogo,0.667,0.0138,Recreação e fumo
12-2000,Ingresso para jogo,0.646,0.0138,Recreação e fumo
12-2001,Ingresso para jogo,0.651,0.0138,Recreação e fumo
12-2002,Ingresso para jogo,0.596,0.0138,Recreação e fumo
12-2003,Ingresso para jogo,0.637,0.0138,Recreação e fumo
12-2004,Ingresso para jogo,0.663,0.0138,Recreação e fumo
12-2005,Ingresso para jogo,0.684,0.0138,Recreação e fumo
12-2006,Ingresso para jogo,0.729,0.0138,Recreação e fumo
12-2007,Ingresso para jogo,0.784,0.0138,Recreação e fumo
12-2008,Ingresso para jogo,1.361,0.0138,Recreação e fumo
12-2009,Ingresso para jogo,1.327,0.0138,Recreação e fumo
12-2010,Ingresso para jogo,1.879,0.0138,Recreação e fumo
12-2011,Ingresso para jogo,1.937,0.0138,Recreação e fumo
12-2012,Ingresso para jogo,1.726,0.0138,Recreação e fumo
12-2013,Ingresso para jogo,1.437,0.0138,Recreação e fumo
05-2014,Ingresso para jogo,1.671,0.0138,Recreação e fumo
12-1994,Sapato infantil,0,0.0135,Calçados e acessórios
12-1995,Sapato infantil,-0.118,0.0135,Calçados e acessórios
12-1996,Sapato infantil,-0.22,0.0135,Calçados e acessórios
12-1997,Sapato infantil,-0.274,0.0135,Calçados e acessórios
12-1998,Sapato infantil,-0.279,0.0135,Calçados e acessórios
12-1999,Sapato infantil,-0.351,0.0135,Calçados e acessórios
12-2000,Sapato infantil,-0.36,0.0135,Calçados e acessórios
12-2001,Sapato infantil,-0.382,0.0135,Calçados e acessórios
12-2002,Sapato infantil,-0.422,0.0135,Calçados e acessórios
12-2003,Sapato infantil,-0.435,0.0135,Calçados e acessórios
12-2004,Sapato infantil,-0.441,0.0135,Calçados e acessórios
12-2005,Sapato infantil,-0.409,0.0135,Calçados e acessórios
12-2006,Sapato infantil,-0.381,0.0135,Calçados e acessórios
12-2007,Sapato infantil,-0.412,0.0135,Calçados e acessórios
12-2008,Sapato infantil,-0.388,0.0135,Calçados e acessórios
12-2009,Sapato infantil,-0.401,0.0135,Calçados e acessórios
12-2010,Sapato infantil,-0.398,0.0135,Calçados e acessórios
12-2011,Sapato infantil,-0.368,0.0135,Calçados e acessórios
12-2012,Sapato infantil,-0.379,0.0135,Calçados e acessórios
12-2013,Sapato infantil,-0.354,0.0135,Calçados e acessórios
05-2014,Sapato infantil,-0.37,0.0135,Calçados e acessórios
12-1994,Peixe - sardinha,0,0.0133,Alimentação no domicílio
12-1995,Peixe - sardinha,0.14,0.0133,Alimentação no domicílio
12-1996,Peixe - sardinha,-0.088,0.0133,Alimentação no domicílio
12-1997,Peixe - sardinha,-0.189,0.0133,Alimentação no domicílio
12-1998,Peixe - sardinha,-0.09,0.0133,Alimentação no domicílio
12-1999,Peixe - sardinha,0.475,0.0133,Alimentação no domicílio
12-2000,Peixe - sardinha,0.44,0.0133,Alimentação no domicílio
12-2001,Peixe - sardinha,0.232,0.0133,Alimentação no domicílio
12-2002,Peixe - sardinha,0.422,0.0133,Alimentação no domicílio
12-2003,Peixe - sardinha,0.458,0.0133,Alimentação no domicílio
12-2004,Peixe - sardinha,0.299,0.0133,Alimentação no domicílio
12-2005,Peixe - sardinha,0.306,0.0133,Alimentação no domicílio
12-2006,Peixe - sardinha,0.311,0.0133,Alimentação no domicílio
12-2007,Peixe - sardinha,0.169,0.0133,Alimentação no domicílio
12-2008,Peixe - sardinha,0.268,0.0133,Alimentação no domicílio
12-2009,Peixe - sardinha,0.13,0.0133,Alimentação no domicílio
12-2010,Peixe - sardinha,0.117,0.0133,Alimentação no domicílio
12-2011,Peixe - sardinha,0.255,0.0133,Alimentação no domicílio
12-2012,Peixe - sardinha,0.334,0.0133,Alimentação no domicílio
12-2013,Peixe - sardinha,0.267,0.0133,Alimentação no domicílio
05-2014,Peixe - sardinha,0.297,0.0133,Alimentação no domicílio
12-1994,Mandioca (aipim),0,0.0132,Alimentação no domicílio
12-1995,Mandioca (aipim),-0.287,0.0132,Alimentação no domicílio
12-1996,Mandioca (aipim),-0.4,0.0132,Alimentação no domicílio
12-1997,Mandioca (aipim),-0.386,0.0132,Alimentação no domicílio
12-1998,Mandioca (aipim),-0.334,0.0132,Alimentação no domicílio
12-1999,Mandioca (aipim),-0.443,0.0132,Alimentação no domicílio
12-2000,Mandioca (aipim),-0.415,0.0132,Alimentação no domicílio
12-2001,Mandioca (aipim),-0.355,0.0132,Alimentação no domicílio
12-2002,Mandioca (aipim),-0.505,0.0132,Alimentação no domicílio
12-2003,Mandioca (aipim),-0.323,0.0132,Alimentação no domicílio
12-2004,Mandioca (aipim),-0.447,0.0132,Alimentação no domicílio
12-2005,Mandioca (aipim),-0.341,0.0132,Alimentação no domicílio
12-2006,Mandioca (aipim),-0.471,0.0132,Alimentação no domicílio
12-2007,Mandioca (aipim),-0.118,0.0132,Alimentação no domicílio
12-2008,Mandioca (aipim),-0.004,0.0132,Alimentação no domicílio
12-2009,Mandioca (aipim),-0.279,0.0132,Alimentação no domicílio
12-2010,Mandioca (aipim),-0.269,0.0132,Alimentação no domicílio
12-2011,Mandioca (aipim),0.01,0.0132,Alimentação no domicílio
12-2012,Mandioca (aipim),0.43,0.0132,Alimentação no domicílio
12-2013,Mandioca (aipim),0.327,0.0132,Alimentação no domicílio
05-2014,Mandioca (aipim),0.251,0.0132,Alimentação no domicílio
12-1994,Inhame,0,0.0121,Alimentação no domicílio
12-1995,Inhame,0.034,0.0121,Alimentação no domicílio
12-1996,Inhame,-0.395,0.0121,Alimentação no domicílio
12-1997,Inhame,-0.652,0.0121,Alimentação no domicílio
12-1998,Inhame,-0.272,0.0121,Alimentação no domicílio
12-1999,Inhame,-0.516,0.0121,Alimentação no domicílio
12-2000,Inhame,-0.615,0.0121,Alimentação no domicílio
12-2001,Inhame,-0.471,0.0121,Alimentação no domicílio
12-2002,Inhame,-0.599,0.0121,Alimentação no domicílio
12-2003,Inhame,-0.577,0.0121,Alimentação no domicílio
12-2004,Inhame,-0.566,0.0121,Alimentação no domicílio
12-2005,Inhame,-0.281,0.0121,Alimentação no domicílio
12-2006,Inhame,-0.376,0.0121,Alimentação no domicílio
12-2007,Inhame,-0.501,0.0121,Alimentação no domicílio
12-2008,Inhame,-0.515,0.0121,Alimentação no domicílio
12-2009,Inhame,-0.443,0.0121,Alimentação no domicílio
12-2010,Inhame,-0.329,0.0121,Alimentação no domicílio
12-2011,Inhame,-0.323,0.0121,Alimentação no domicílio
12-2012,Inhame,-0.166,0.0121,Alimentação no domicílio
12-2013,Inhame,0.081,0.0121,Alimentação no domicílio
05-2014,Inhame,0.001,0.0121,Alimentação no domicílio
12-1994,Coentro,0,0.0114,Alimentação no domicílio
12-1995,Coentro,0.351,0.0114,Alimentação no domicílio
12-1996,Coentro,0.345,0.0114,Alimentação no domicílio
12-1997,Coentro,0.204,0.0114,Alimentação no domicílio
12-1998,Coentro,0.352,0.0114,Alimentação no domicílio
12-1999,Coentro,0.309,0.0114,Alimentação no domicílio
12-2000,Coentro,0.395,0.0114,Alimentação no domicílio
12-2001,Coentro,0.416,0.0114,Alimentação no domicílio
12-2002,Coentro,0.276,0.0114,Alimentação no domicílio
12-2003,Coentro,0.292,0.0114,Alimentação no domicílio
12-2004,Coentro,0.072,0.0114,Alimentação no domicílio
12-2005,Coentro,0.162,0.0114,Alimentação no domicílio
12-2006,Coentro,0.1,0.0114,Alimentação no domicílio
